name	stars	title	content
Jane P.	5	Love It!	Nice, natural color for summer. Planning to buy other colors.
Diane M.	5	Great moisturizer!!!	Great moisturizer!!!
Madeline G.	5	Good for me	It looks like a very intense color in the tube, but on my lips, it becomes light and easy going. The hue is right for me, something I've been searching for for a while, and the texture is smooth and creamy, nourishing. I plan on buying more, one to put on before I leave my house and another for my makeup kit to take with me.
Patricia M.	5	I like the lipsticks the	I like the lipsticks the colors are good and so soft. Will purchase again.
Amy F.	5	Love these	Never disappointed!
Laurie D.	5	Love the "Kisses"	I was looking for a natural color to simply enhance my lips on days I don't wear makeup. This is perfect! I will definitely order other colors.
Lana G.	5	Love the texture and color.	Love the texture and color. Have started wearing lipstick again.
Fran H.	5	Love the color!	Flawless is the perfect pink lipstick for me. It is not too light and not too dark. It looks beautiful with my skin tone. I like the creaminess of the lipstick. I love the adorable tube that it comes in!
Linda S.	5	Great Lipstick	This was my first time ordering your lipsticks. I am very pleased with my purchase!!!
Lana W.	5	Great pink color	Lipstick stays on lips... doesn’t smudge outside of lip area. No fragrance which is important to me!
Edna C.	5	Very impressed with this lipstick	Very impressed with this lipstick and shade. Definitely looking toward additional purchases. a great feel on the lips.
Linda L.	5	Great shade for me!! Love	Great shade for me!! Love the smooth application.
Nanette T.	5	Love!	These lipsticks feel silky smooth on your lips & definitely do what they're intended to. Smell clean and...best of all...no feathering! As advertised! Shared with my daughter. Definitely will be ordering more.
Donna M.	5	Strong Women Pack: Empowered - Flawless	I LOVE this lipstick. The colors are beautiful, it's creamy, doesn't dry out and it looks and feels just great!! I will definitely tell my friends and colleagues and will be purchasing more. And the added bonus of also doing something good feels great!! Thank you for what you guys do!!
Laura G.	5	Great Stuff!	It's a must-have for a base under any lipstick or gloss. I use it as a primer and let it sit for a bit before I apply my lipstick, OR if my lipstick is a little worn/getting spotty, an application of this seems to rejuvenate it and it's wonderful. I'll never go without it again.
Nona W.	5	Lip treatment	I have tried many lip moisturizer and this is by far the best.
Jane P.	5	Great for dry lips!	Soothing and moisturizing, love the hint of mint!
Amy C.	5	Loved my lipsticks	I loved this bundle of lipsticks - a very fun approach to packaging that also isn't wasteful or harmful to the environment. When I received them, they were so lightweight - I had NO idea if there was even a lipstick in them, but sure enough they are beautiful lipsticks within! I would (and will) buy this product over and over. Lovely quality - very smooth to apply! Feel good about this purchase and I will for sure recommend to my friends and everyone!
Sue W.	5	Love this one !!!	Great lip stick.
Patricia M.	5	Lovely color	Lovely color
Jennifer B.	5	Rose Gold For the Win	I'm 49 and just starting to deal with the lipstick creeping into the lines around my lips. I tried all sorts of lipstick from the grocery store and beauty shops but didn't have much success. The Color the World lipstick I tried actually works really well and doesn't have a weird perfume smell. It stayed on through a meal and drinks too!!
Susan S.	5	Color the World	These are the best lipsticks ever,they are so very smooth and they stay on your lips not in the creases which I love
Bonnie B.	5	In the Red!	This is one time it's okay to be in the RED! I just started using your lipsticks and I love this color red. I got one for myself and one for my sister and we couldn't be happier. We especially like putting the mint lip conditioner over top, it actually makes it stay on better. So thank you from my whole family! Keep up the good work!
Ann D.	5	Great lip treatment	This Lip Treatment is the best. My limps are soft and smooth. It's also excellent under the lip color as well.
Jane V.	5	Love it!	Finally i found a lipstick that stays on, does not feather into creases and is creamy and the cases are so much fun. i want every color. i recommend these lipsticks for everyone no matter what age. i love that each tube supports a cause.
Robin A.	5	Using as Blush	I wish you also sold blush. I use the lipstick for both lips and blush!
Aaron E.	5	Great Lipstick and color	Lipstick is creamy and goes on smooth without bleeding. love the color - not too bold but colorful
Nanette T.	5	Love this stuff!	Love the minty smell & how it makes my lips feel so soft!
Cindy W.	5	Very nice	Use every night before bed. Works wonderfully to keep lips from drying out overnight. Smells nice as well.
Sharon B.	5	Love it!!	Love it!!
Eileen B.	5	The ads are correct!	I am always reluctant to purchase anything advertised on social media. However, Color the World lipsticks are what they are advertised to be. Smooth and no bleeding and the price is about a third what I usually pay for lipsticks!
Nancy P.	5	Shades	The Shades I bought were a little to light for me, so I gave to my granddaughter. I prefer a darker shade, but i love the fact they didn't "feather"
Jan S.	5	Lipstick	I like it just fine!! Have 3 tubes!!
Wilma A.	5	Fabulous Lipsticks!	These lipsticks actually do what they advertise. They do not run into the fine lines around my lips. I am very impressed. I love them!
Cindy B.	5	Dreaming about Dreamer	Perfect lipstick! Great color, very flattering, and the color stays with you. Your lips stay moisturized, and it doesn't feather. This is a must have!
Cat B.	5	As good as I hoped!	Light, minty, long lasting and vegan too! Can’t go wrong here. It is in my purse with Flawless! Thank you for being as good as I hoped.
Doreen H.	5	Love this Color	Love this Color
Marilyn W.	5	Creamy Lipstick	I purchased this lipstick for my daughter and me. The main thing I notice about it is how creamy it feels to the lips when applied. It also provides a crisp outline to the lips with no lipstick runs.
Mary K.	5	color the world	I love the color and the consistency.
Ann D.	5	Pretty Color	This is my go to color when I get dressed up. Very pretty and not too dark. I love this product.
Margaret R.	5	Very happy	Simply the best lipstick-moistuier
Cat B.	5	Beautiful colors!	Beautiful colors! All three are good for me! They do not bleed. And I just ordered another 3pack bundle! Thank you for this wonderful product!
Anne c.	5	Rose gold	luv luv luv it!!
Deborah S.	5	Love the color!!	Love the color!!
Vicki R.	5	5 stars!	5 stars!
Janice T.	5	Loved the “lippy” Loved it	Loved the “lippy” Loved it even more knowing it’s helping needy dogs
Rosalind R.	5	I really like it	Although I really like it I attempted to put on top of lip gloss, it does not pair well. It sort of balled up. However, alone its very smooth and pretty. Soft color for WOC. Only negative would be I wish it were longer wear. Love that money goes to Charity too!
Patricia M.	5	Wonderful color	Wonderful color
Cindy M.	5	Love it	Love it
Catherine M.	5	Very soothing!	I have extremely dry lips and this product provides immediate soothing with just the right amount of mint.
Misti A.	5	YUM	This is so moisturizing and so long-lasting! Worth every penny, and for a good cause!
Deborah R.	5	Mint to be	I love this product. I am an older woman, in my 60's, and my lips are not the same as they used to be. It truly helps with the lines and keeps my lips moist. I always use it before applying my lipstick and I put it on before bed. Sometimes I just wear it without any lipstick and it gives my lips a glow. I bought a similar product from a salon and it was more expensive but did not work as well. I will surely buy this again.
Barbara P.	5	Great lipstick	I am very pleased with the Color the World lipstick.
Katie G.	5	Absolutely love this lip treatment.	Absolutely love this lip treatment. It is very soft and moisturizing. Great product!!!!
Susan C.	5	Goes on smoothly, does not	Goes on smoothly, does not feather, fairly long-lasting
Deborah S.	5	Love the color Surfberry. Not	Love the color Surfberry. Not too red.
Lorraine D.	5	Colors and feel wonderful	I really love my lipsticks! The colors I selected look great and they feel wonderful. I wish it lasted longer but I am terrible about chewing this and any other lipstick off (the only one that stay on are so drying, I stopped using them).   Would love to be able to get a sampler with multiple colors so I could see how they look before buying a full tube.   Thanks for a great product at a GREAT price!
Ronnie A.	5	Excellent	Love the color and love the way it goes on. Doesn’t feel heavy on my lips.
Kenneth M.	5	Love it	Very smooth and light , gives great conditioning for dry lips!
Sandy K.	5	Fabulous color!	Great color. Goes on smooth. Lasts for hours without drying, traveling or caking. Finally, a product that does what it claims. Thank you!!
Teresita H.	5	I love the “Mint To	I love the “Mint To Be” Vegan Lip Treatment. It is so smooth and help my dry lips.
Sher	5	Love it!	Living in a desert climate, the drying affects really take a toll on skin and lips. I have been using the "MINT TO BE" VEGAN LIP TREATMENT every night when I go to bed, and my lips are noticeably softer, and I think fuller, because of the mint. It's also very pleasant tasting.
Brenda M.	5	Nice neutral color .	I really like this for just running around. I like a bite more color for dressing up.
Karie H.	5	Pretty color	Wildflower is a subtle blend of pink and peach. It's not too bright and not too nude. It complements my fair skin and blonde hair. Very age-appropriate! This is my first purchase from Color The World and I'm very glad I found your lipstick :-)
Diane K.	5	Pretty N' Pink	I love this one especially! They all stay on very well. I have stopped wearing heavy makeup because of my age. I have let the color grow off of my hair and now completely gray. These soft pops of color are just what I need to bring out my eyes.
Linda P.	5	The Perfect Lipstick!	I chose Empowered because it is in the cool family. I have tried every other lipstick on the market (not exaggerating) looking for a color like this...and this one is PERFECT! I'm in my early 70's and this color is neither bold or drab. Like I said...it is perfect for me! Doesn't feather which makes me very happy! I'll be back again for more shades. Thank you, Color the World!
Cynthia H.	5	My 4th Color My World	My 4th Color My World Lipstick and it didn't fail to disappoint. I like the bit of iridescent and laying it with my other CMW lipsticks. The color lasts long and all their colors are so true to the description. Shop, choose, click. What could be easier.
Virginia T.	5	Blue Red	I like the balm feel of the lipstick. I do like to use a liner with all my lipsticks. I will use one with this one, but you don't need it. It will smear if you eat, so please blot.
Wendy P.	5	Love this but.....	I have not been using for very long but I do like to mix it with one of the other colors I purchased in the 3 set. My only dislike is the three set I purchased (Flawless, Empowered and Independent) is that the three colors are very light this is why I mix them so as to get right shade. Next purchase will try darker that compliments my dark hair and fair complexion.
Meg W.	5	Bright and Beautiful	Loved everything about this. The texture, the staying power and the color. It is a great “brightening” shade that still looks very natural. It’s a keeper!
Janet H.	5	Very creamy, love the color!	This product is very affordable and it feels so smooth on the lips! I definitely will purchase more colors! Made of quality ingredients! Plus I am helping others with depression! It's a win - win!
Lisa S.	5	Very Happy	I have NEVER ordered any type of make up online before. Lipstick shades are hard to match when seen in the stores, much less on the computer screen! However, I am so happy with my lipstick from Color the World! Perfect color, texture, wear and look! I feel good supporting a company that gives back, and uses natural resources for its products. I will be a repeat customer as well as a walking commercial for Color the World!
Karyn A.	5	I love this lip stick.	I love this lip stick. It goes on nice and smooth. The fact that it is vegan really makes it so worth the extra $.  I gave one to my mom and she loves it as well.
Mary R.	5	Beautiful!	Love these colors! They stay on the lips for a long time, more than any other brand I have tried.
Debbie H.	5	The color looked darker online	The color looked darker online but I love the texture and the product. I would recommend it for a neutral shade. The packaging is amazing.
Cheri B.	5	Perfect Colors	Awesome lipstick colors, goes with everything and stays on with no bleeding. I can't wait to purchase other colors !
Janice C.	5	Favorite lipstick	Lipstick goes on smoothly and provides great moisture. I have light auburn hair and fair skin and this color looks great on me.
Tara V.	5	Love these products	I have used so many different kinds of lipsticks in my lifetime...I will say these have become my favorites. I will never go back to big name brand again
Val L.	5	Minty	Love this use it all day long!
Sherry T.	5	The perfect peach shade I	The perfect peach shade I have been looking for. I am so impressed that this lipstick really does not feather!! Love! Love! Love!
Helen a.	5	Nice wine color!	Like to wear this in the evening or when I dress up!
Kitty R.	5	Best lipstick ive used	Best lipstick ive used
Belinda B.	5	Love this lipstick...	Love this lipstick...
Cathy L.	5	Huntress - Give a dog a forever home!	This lipstick is a little darker than the rest of the ones I have ordered from your site. I like to wear it when I go out at night. It is very creamy and lasts a long time.
Brenda V.	5	Beautiful soft neutral with slight	Beautiful soft neutral with slight pink undertones.
Shay H.	5	Moisturizing	I love the mint flavor. It goes on creamy and is so moisturizing on my dry lips. I like wearing it under my lipstick also. I really like the packaging. It’s so cute.
Margaret F.	5	I love this lipstick...every shade	I love this lipstick...every shade in the Strong Women Pack is beautiful.
Ladonna S.	5	Excellent product	This was one of three colors I ordered and a bit brighter than the others. It's very nice with a lovely, light texture but the color isn't quite right for me.
Lynette P.	5	Perfect color	Lipstick stays on along time without staining lips. Perfect color for me.
Jan B.	5	Nice color, great texture!	Love this lipstick! Feels great going on with more moisture than other brands. Easy to layer with other colors of this brand to create different shades.
Judy S.	5	Love in a tube	I truly do love these lipsticks..the colors, the way they feel on my lips, the condition they add to my lips is really nice better than any chapstick or other products.
Anna M.	5	Love it! The best lip	Love it! The best lip treatment I've ever had.
Nancy M.	5	Great thanks	Great thanks
Elaine K.	5	2nd time Purchased	Love the colors and how they stay on your lips!!
Jerel A.	5	Beautiful long lasting color. Does	Beautiful long lasting color. Does not dry out my lips.
Ashley J.	5	Love the elegance of the	Love the elegance of the color!
Lynn M.	5	Books for africa	Good color goes on smoothly does not bleed
Kathleen P.	5	FABULOUS	I LOVE THESE LIPSTICKS, ESPECIALLY SUNSET, JUST GORGEOUS. They stay on beautifully and no need to touch up as often! These are so nice and not drying at all. I will definitely be ordering more and HIGHLY recommend these lipsticks to everyone! THANKS! K
Karen F.	5	I love the texture and	I love the texture and feel of all the lipsticks my favorite color is the Glamberry
Ruth M.	5	Love the look and feel	I love the look and feel of Color the World lipsticks. Love that they are packaged in cardboard tubs and not plastic. And I love that they are vegan and cruelty-free. Beautiful, just beautiful.
Paulette K.	5	Love this color!	This one is my favorite! The color goes so well with my skin tone. Stays inside my lipline & love the moisture & hydration!
Mary L.	5	Smooth and comfortable	Smooth and comfortable
Lori M.	5	I loved the color and	I loved the color and the smoothness.
Francine P.	5	Great	Great
Bev S.	5	Great lipstick!	Great lip stick! Love it!
Mary R.	5	This helps my 69 year	This helps my 69 year old lips look and feel moisterized!
Arlene O.	5	Finally the moisturizer I was	Finally the moisturizer I was looking for.
Theresa C.	5	Perfect	This is a great color and it feels so wonderful! It means a lot to give back with a purchase. I also love that it is a healthy choice and cruelty free! How we purchase makes an impact! Thank you Color the World! 💄
Virginia T.	5	I looks nice with golden skin.	I will use a liner with this one. I will wear it for all my browns. It isn't a brown color. But, I am a red person.
Elaine S.	5	It 's so hard to	It 's so hard to find shades of orange without a pink base. These are perfect and they don't bleed!
Denise C.	5	P N’ P	I am 66 and just love this color. I just received my bundled order and these colors are great. Love all the messages and the packaging.   Thank you and God Bless!
Patty F.	5	Perfect!	helps heal chapped lips! Nice minty flavor.
Rachael H.	5	This is a lovely, neutral	This is a lovely, neutral color. It does not bleed and is very creamy. I will definitely order more colors. I will soon be 70 years old and appreciate that few colors have shimmer to them.
Stephanie L.	5	Product Review	The lipsticks are amazing. They don’t feel dry and they last pretty long. I would recommend them to anyone.
Mary S.	5	Smooth long lasting great color	Smooth long lasting great color
Julie F.	5	Every day perfection	This color is a beautiful neutral that I’ve been using everyday in place of chap stick or gloss. I feel a little more pulled together with Independent even if it’s a yoga pants day 😊
Brenda V.	5	Beautiful soft neutral with a	Beautiful soft neutral with a slight pink undertone.
Linda B.	5	Love my lipstick great color	Love my lipstick great color
Amy R.	5	Although it was hard to	Although it was hard to tell exactly what this color looked like before buying, it’s for a good cause and all natural, so I jumped in! I am super happy with it! The application is smooth and it stays put just long enough. The color is lighter than I was hoping for but the change is good!
Connie T.	5	Love my lipsticks Thank you	Love my lipsticks Thank you
Angela S.	5	Love it!	I have been using the lip treatment for a little over two weeks and definitely see a difference. My lips are softer and my lipstick goes on much sooner. It’s a must have!
Phyllis S.	5	Great Lipsticks!	I reordered both lipsticks I ordered online when this company was first advertising. Love both colors, & as they are 2/3 gone, I made sure to replenish my supply!❤
Kaye T.	5	Luscious Color!	I renamed this color to: "Pay Attention To Me!" It is so sweet and sexy, yet demure all at once. And even better is the incredible creamy base which transforms my dry, flaky & peeling lips to the softest and smoothest they've even been. I hope you can make this in a body cream - I'll buy it by the gallon!
Kelley A.	5	Thank you!	My lipstick didn't melt in the mail but is always soft and creamy and luscious! I love your products! Thank you!
Deb R.	5	No bleeding!	So happy with this product. Nice colors, moisturizing, and no bleeding! Will buy again.
Barbara H.	5	Really lovely lipstick	The performance of the product is as advertised. It is a nice formula for "older" lips. I don't experience any feathering. I will buy more. I have been sticking to super light lipsticks because color would show too much feathering, but now I might venture out with some color!
Lee M.	5	Love my lipsticks I ordered!	Love my lipsticks I ordered!
Kris V.	5	Forever On My Lips	Love everything about this product - It will be my forever lipstick.
Stephanie B.	5	Great Lipsticks & Colors	I love all my lipsticks, the colors, and the texture. Very versatile and the tube it comes in is so lightweight and beautiful! Would highly recommend these lipsticks and such a great cause too.
Paula J.	5	I love your product I	I love your product  I will be ordering again
Debra T.	5	Mint For Me	I am so delighted I opted to purchase the "Mint To Be" Vegan Lip Treatment. It is perfect to use as a base for all of the wonderful colors of Color The World Lipstick, or it can be used alone as a soothing moisturizer.
Deb D.	5	Colors are great and wear	Colors are great and wear g power is great and feels great on
Ruth M.	5	Great feel and great results	Love this treatment and how my lips feel after using it.
Janet H.	5	Love how it feels on the lips!	This gives the lips a cooling feeling! It lasts long on the lips and is so creamy!
Laura G.	5	Perfect Lipstick!	This was my first order and I was pleasantly surprised. The color (rose petal) is perfect, the consistency is creamy, but not too glossy. I will order again.
Geetha J.	5	great stuff great charity	great stuff great charity
Ladonna S.	5	Excellent product	Goes on very smoothly without gumminess or obvious as lipstick. Color is natural, brings back color to my lips.
Catherine S.	5	Very nice dissent dry my	Very nice dissent dry my lips out and the color is pretty it’s a bit light for me but all in all it’s very pretty
Jc	5	Best ever!	I Love this color. Has a little shimmer and for me it is just perfect.
Virginia T.	5	Gift for a Red head	This is a gift for my sister-in-law.
Mary L.	5	Sooo moisturizing !!	Sooo moisturizing !!
Martha M.	5	Liked it and am buying	Liked it and am buying more
Rhonda K.	5	LOVE	Love the refreshing feel I receive when using with or without the lipstick underneath. Great before bed... wake up with soft lips. Thank You for another wonderful product!
Jeanette R.	5	Loving it	Love the color and the way it feels...so smooth!
Rachael H.	5	Works well, I often use	Works well, I often use it under my lip color.
Sara R.	5	Love the lipsticks...will continue to	Love the lipsticks...will continue to purchase
Holly P.	5	My new favorite	I love this lipstick! Beautiful color and very creamy. Anxious to try more colors
Julie F.	5	Favorites	I love all of these colors. I feel like they were made especially for me!
Dianne H.	5	Books for Africa	I may have found one of my perfect shades for a dress-up look!
Cathleen G.	5	Beautiful color	The color of this lipstick is so yummy and rich. I get so many compliments when I wear it.
Stephanie L.	5	Buy these	Thank you for a lipstick that does not feather and the color is lovely.
Linda D.	5	Best lipstick!	Absolutely love this lipstick and all your colors and I'm spreading the word!!
Sonita M.	5	good.	good.
Kaye T.	5	Such a Mysterious Color!	It's just like a woman's mind - always changing! It's pink, no it's coral, but it looks caramel. How'd they do that? And even better is that unbelievable creaminess! It glides on like it has been poured - you almost want to drink it in! I can hardly wait to try some Pink Pout and a Drop Dead Red.
Linda O.	5	Love it	Very creamy. Love the color.
Glynna C.	5	Love This Lipstick!	This lipstick is everything promised....zero feathering, beautiful color, and helping others in need with its purchase.
Tamie P.	5	Love!	This stuff is smooth going on, not sticky, moisturizing, and great color!
Lee M.	5	Love my lipstick color!	Love my lipstick color!
Kathleen B.	5	Cashmere Kittens	Love the lipstick. Very creamy.
Kris V.	5	Flawless Lipstick with a Vision.	Love this product with its color and style - It will travel the globe with me.
Emily L.	5	I love this lipstick-no bleeding	I love this lipstick-no bleeding and very smooth!
Carmen M.	5	LOVE THESE!	Love these rich, moist lipsticks. Great color and they do not bleed.
Debra T.	5	All I Can Say Is: Wow!	I am so happy with these colors. And, true to the advertising, they do not feather. I have always been a "lipstick addict" but in my late 60's, I have found it doesn't always "wear well." Now I can happily return to daily wear! I have received numerous compliments on these colors - in a pinkish tone, not too light, but not too dark. They are great!
Emily H.	5	Best Lipstick I’ve Found in Years	I cannot usually wear lipstick because it dries my lips out terribly. This is one of the first lipsticks that I have found in years that I can actually wear without my lips drying out terribly.   The color is long lasting and a great texture. And this shade is beautiful!
Patricia V.	5	Great Natural color	This is the perfect everyday lipstick for me.
Patty P.	5	Patty	My favorite lipsticks ever! Glad I tried them.
Brenda a.	5	Love this lipstick! Color is	Love this lipstick! Color is perfect with my silver hair. And it does not rub off on my teeth like all my old lipsticks!!
Karen M.	5	Great item	Love the packaging and the fact it supports causes. Very pleased with my purchase. Will try a few other colors as one of the ones I bought isn't great for me. Trial and error. :-)
Ladonna S.	5	Especially nice color that is natural	Love the light feel and naturalness of this lipstick. The color is perfect match for my lips. Looks great without any other makeup. I have spent a fortune over the years trying to find a lipstick like this.
Linda S.	5	Lipsticks arrived...the colors are beautiful	Lipsticks arrived...the colors are beautiful And long lasting..I will be ordering more and sharing With my friends♥️
Stephanie K.	5	Good 💄	It’s creamy and doesn’t bleed! Great colors too!
Jc	5	Lovely!	I like this a lot, and I'm not a lipstick lover. Both colors I ordered were perfect for me... and they feel great and don't run.
Dorothy S.	5	Dragon Fruit review	I was very concerned when ordering because I like to actually see the color in person. Very happy that the actual color did match what was on-screen. The lipstick not only was a great color, but also went on very smoothly and lasted a long time Thanks, Dorothy Straub
Gervaise R.	5	I did send you a	I did send you a review earlier this week. Love your product!
Kelly M.	5	I love all three of	I love all three of the colors in this collection and the feel of the lipsticks is perfect!
Elizabeth B.	5	Love this lipstick!	The color is beautiful and it goes on like butter, plus the color stays on and last a long time!
Peggy F.	5	Love that it helps protect kittens	I really like the color and the way it makes my lips feel moisturized., fast delivery also.
Joy L.	5	Lip gloss	Love this!!!
Ashley J.	5	Love the color, actually purchased	Love the color, actually purchased it as a gift..they love it..
Peggy T.	5	Great	Great
Elizabeth B.	5	Its Mint!	I love that this product is Vegan and proceeds go to a great cause!
Dianne H.	5	Great Conditioner	This is my second tube of Mint To Be. I put it on liberally at night and wake up to soft lips!
Cathleen G.	5	Goes with everything.	This lipstick is such a rich color. I can wear it with just about everything. It's my go to lip color.
Elizabeth R.	5	Very smooth and a great	Very smooth and a great neutral color
Jane Z.	5	Love this lipstick and the	Love this lipstick and the color. I’m 62, blonde and fair. Flawless adds color but not too bright.
Vonnie W.	5	Beautiful color. Very smooth and	Beautiful color. Very smooth and long lasting! Love it
Lisa C.	5	Tickled Pink	This was surprisingly beautiful! Creamy, moisturizing with amazing color. And, the lipstick tubes are lovely and feminine!
Cathy W.	5	Beautiful Colors	What can I say! So happy I found these lipsticks. They go on smooth, and so moisturizing. I also love that each one goes to a great cause. I just put my 3rd order in today. Need I say more:)
Janice W.	5	Flawless	Even though shade wasn’t as I expected, the lipstick was creamy and went on well and stayed on.
Bev S.	5	Lovely light color! Love it!!	Lovely light color! Love it!!
Barbara H.	5	Love the colors	Although I have not found my perfect color yet. I love the feel and moisture of all I have received so far. Very nice.
Diane N.	5	First time user	Excellent product..true color as shown. Also delivery was great... received product in two days.
Lee M.	5	Love!!	Love!!
Peggy P.	5	Absolutely lovely	I love this product! I love the package itself with the dogs on it and I adore the color of the lipstick, too. This is totally the best lipstick I have ever worn.
Gayle D.	5	Excellent product. I have already	Excellent product. I have already ordered more. The cardboard container is s great idea as the donating a portion of the proceeds to various charities
Patricia R.	5	I love the color and	I love the color and the way it feels on my lips but wish it would stay on longer.
Kerry L.	5	Love these	Now that I have reached my 60's, I noticed the lines around my lips getting more pronounced. Regular lipsticks and glosses starting spreading. I purchased two of the Color The World lipsticks, and I am very happy with them. The colors are very pretty, and more importantly, they stay put and do not spread. I will buy more of these, possibly one in every color!
Helen a.	5	Moisturizing lovely pink color!	Just the right shade of pink! Adds just the right amount of color for everyday wear!
Donna A.	5	Love!	I love this lipstick!
Janice C.	5	Perfect neutral	Great moisturizing lipstick in a neutral color for every day wear
Paula M.	5	Love It!	The Mint To Be Vegan Lip Treatment is wonderful. It conditions my lips and so soothing when they get dry.
Kari P.	5	nice color, long lasting	nice color, long lasting
Marilyn R.	5	No more dry lips	Love this! Not too thick or heavy, works great?
Dottie S.	5	Happy, happy!	Only the first and definitely not my last purchase. So glad to have discovered these lipsticks. Heartfelt is a really nice shade even for us older ladies.
Kathleen R.	5	Love it!	This is the best lipstick I've ever used. It doesn't feather and it feels great in my lips.
Amy R.	5	5 stars	This lip balm is literally the best! The texture is smooth and silky and leaves my lips soft. Not to mention it tastes delicious! I love it!
Rhonda S.	5	Best shade yet!	I wear Flawless everyday, even to the gym. It stays on through my workout, protecting my lips, which makes me smile more!
Sandra T.	5	Cashmere	Beautiful color
Peggy F.	5	Love it	The perfect color for me, also helps animals.
Christine B.	5	Love this lipstick. The ideal	Love this lipstick. The ideal that is in support of Alzheimer’s make it more special. When I put it on I think of my mother-in-law who suffered with Alzheimer’s and passed awAy in 2014. Nice shade. Good price. Great cause.
Ashley J.	5	Love the color	Love the color
Peggy T.	5	Great	Great
Carolyn H.	5	One of my favorite colors,	One of my favorite colors, will go with everything.
Gloria V.	5	Loving it	This is the first time I have ever ordered this lip stick but had been hearing so much about it and thought I would give it a try. NO REGRETS! It is really nice.
Cathleen G.	5	Can't get enough	Another excellent color from CTW. I love this lipstick so much. It stays on. It moisturizes, everyone loves the look. You can layer it from sheer to dark. Love the fact they give to good causes too.
Elizabeth R.	5	Great colors in this trio	Great colors in this trio
Nancy S.	5	Beautiful	Just fantastic lip feel
Debbie P.	5	LOVE!!!	Stays on Forever! Love the Lip Treatment as well.
Paulette K.	5	Great red!	A very good choice by me. Great red & I love the feel of the lipstick & the moisture it brings. No bleeding color!
Janice W.	5	Glamberry	Shade wasn’t as berry as I wanted but lipstick went and stayed on well - would purchase from company again.
Bev S.	5	Great lip stick	Wonderful lipstick so glad I tried it!
Barbara H.	5	Love the colors	Feels great. I love it
Debby T.	5	Simply Lovely	Finally, a lipstick that is naturally formulated with several muted colors that are not garish.
Julie B.	5	Very Nice Lipstick	I chose "Kisses" and it looks great with my olive skin. I have 1 suggestion -each time I open my tube it makes a suction sound unless I open it very slowly. I'm usually hurridly(is that a word) trying to be discreet when applying my lipstick in public. Usually at a restaurant or theater and the noise gives me away. Otherwise love the colors!
Angie T.	5	Wonderful Lipstick	I just received Huntress and Love it!! It goes on smooth and doesn't dry out or feather.....I'm really glad I ordered it!! It just makes your lips feel good!!
Pamela S.	5	I am so happy with these lipsticks!	I recently purchased the "premium lip treatment" as well as two other lipsticks, both of the same color, as I carry one in my purse and one in my cosmetic bag, and I am so happy with both. The lip treatment does help my dry lips when used at night and under lipstick. The lipstick itself looks great and most importantly for me, they do not bleed. I feel like my lips look better and I look a little younger without the issue of color bleed.   I just ordered two more lipsticks in another color, and I am telling people in my circle how great these products are!
Christina J.	5	Love this lipstick!	I love independent! But my favorite is dreamer .
Maria B.	5	Really nice lipstick	I purchased three colors and this is the one was my daughters choice. It looked great on her, she is blonde/blue eyes. I kept the glamberry for myself as i prefer a deeper color. One nice thing about these lipsticks is that they do not have any perfumey taste. I am not sure why these are recommended for over 40 They look good on every age.
Lisa P.	5	My favorite lipstick!	I have to admit I was a little skeptical about ordering a lipstick online. I figured if i didn’t like it at least the money would go to a good cause. The first thing I noticed after applying the lipstick was there was no scent or perfumes that I could taste. I liked the color Pretty N’ Pink right away. I think it would be good for warm or cool skin tones. Then I noticed that this lipstick really stays on and does not feather as was advertised.  Then I let two of my friends know and they ordered it right away!  Thank you for supporting causes that I care about. Please don’t stop making these products!
Kathleen L.	5	Awesome	My second order of CTW lipsticks is so much fun! Unlike my first order, which was for one familiar color, the latter order is a set of 3 different shades, which I love but would never have tried had they not looked so tempting. My horizon has been broadened!
Diana M.	5	The greatest	I really loved this lipstick. Loved the color. I love the natural look. Goes on so smooth. And I'm not allergic to it. Others put blisters on my lips. Thank you and a awesome cause to support.
Sherry I.	5	Wonderful lipstick/great causes	Clean, creative, customized colors are perfect for those of a certain age and those of us who want to work with our individual color palette ( spring, summer, fall, winter) the strong women pack is perfect for a summer skin tone and color palette.
Stephanie L.	5	Love it!!!	I had been having trouble finding a great color lipstick that I didn’t have to apply every 20 minutes. I bought the Strong Woman pack. I love them! My favorite is the Empowered color. It is long lasting and beautiful!
Cristina D.	5	Feeling Fresh bundle	Colors work and stay put. Feels good on & not drying. Glad I’m helping a good cause at the same time. Will be ordering a true red soon.
Karen A.	5	My New "Fave" Lipstick	This is just the best lipstick I've ever tried. I'm 75, and been wearing lipstick since my teens, so I've tried just about every brand there is. ColortheWorld lipsticks just knocks them all out of the ballpark! So soft, creamy, and very light feeling on my lips. The ingredients are a big plus. I really like Empowerment and Dreamer.
Tami M.	5	The color matched perfect witch	The color matched perfect witch my skin tone and didn't feather as promised. I am very pleased with this product.
Jewel W.	5	Mature Woman	The lipstick I received from Color the World is creamy and smooth on my lips. As an older woman, I have lip lines but this lipstick does not fade into the lines. Thank you for a job well done in providing this to us and for the outreach it helps to support.
Mary W.	5	Best three that I have ordered.	I ordered Southern Red, Glamberry and Girls Night Out and I like these better than any that I have. As always, they stay put and don't bleed into the lines near my lips. But most of all, I like the Southern Red and the Glamberry because they are brighter and darker. The darker, brighter color is what I prefer and look best on me. I love these lipsticks and will continue to order more colors.
